plr_id_pre2021,plr_id_2021,mapping_type,weight,reverse_weight,note
01011204,01100206,areal_pop_weighted,0.004459666522516808,0.002628114742631506,"Geometric areal-weighted crosswalk computed by ingestion/berlin/lor/ingest_lor_crosswalk.py from GDI Berlin WFS geometries (CC BY 3.0 DE). Both vintages in EPSG:25833. weight=intersection_area/pre2021_plr_area (forward); reverse_weight=intersection_area/lor2021_plr_area (reverse, #136)."
01011204,01100207,areal_pop_weighted,0.9951092149578167,0.996191618444483,"Geometric areal-weighted crosswalk computed by ingestion/berlin/lor/ingest_lor_crosswalk.py from GDI Berlin WFS geometries (CC BY 3.0 DE). Both vintages in EPSG:25833. weight=intersection_area/pre2021_plr_area (forward); reverse_weight=intersection_area/lor2021_plr_area (reverse, #136)."
01011204,01100310,areal_pop_weighted,3.290152431228842e-05,1.8424046950506005e-05,"Geometric areal-weighted crosswalk computed by ingestion/berlin/lor/ingest_lor_crosswalk.py from GDI Berlin WFS geometries (CC BY 3.0 DE). Both vintages in EPSG:25833. weight=intersection_area/pre2021_plr_area (forward); reverse_weight=intersection_area/lor2021_plr_area (reverse, #136)."
01011204,01100312,areal_pop_weighted,0.0002885467442888689,0.0003427246122945482,"Geometric areal-weighted crosswalk computed by ingestion/berlin/lor/ingest_lor_crosswalk.py from GDI Berlin WFS geometries (CC BY 3.0 DE). Both vintages in EPSG:25833. weight=intersection_area/pre2021_plr_area (forward); reverse_weight=intersection_area/lor2021_plr_area (reverse, #136)."
01011204,02100102,areal_pop_weighted,2.7890949304421078e-05,3.414346186021136e-05,"Geometric areal-weighted crosswalk computed by ingestion/berlin/lor/ingest_lor_crosswalk.py from GDI Berlin WFS geometries (CC BY 3.0 DE). Both vintages in EPSG:25833. weight=intersection_area/pre2021_plr_area (forward); reverse_weight=intersection_area/lor2021_plr_area (reverse, #136)."
01011204,02100103,areal_pop_weighted,9.90208561607635e-06,1.831692713318542e-05,"Geometric areal-weighted crosswalk computed by ingestion/berlin/lor/ingest_lor_crosswalk.py from GDI Berlin WFS geometries (CC BY 3.0 DE). Both vintages in EPSG:25833. weight=intersection_area/pre2021_plr_area (forward); reverse_weight=intersection_area/lor2021_plr_area (reverse, #136)."
01011301,01100102,areal_pop_weighted,0.00015151672111211328,6.518022827235785e-05,"Geometric areal-weighted crosswalk computed by ingestion/berlin/lor/ingest_lor_crosswalk.py from GDI Berlin WFS geometries (CC BY 3.0 DE). Both vintages in EPSG:25833. weight=intersection_area/pre2021_plr_area (forward); reverse_weight=intersection_area/lor2021_plr_area (reverse, #136)."
01011301,01100206,areal_pop_weighted,0.0001061830800596067,0.00013802965662188497,"Geometric areal-weighted crosswalk computed by ingestion/berlin/lor/ingest_lor_crosswalk.py from GDI Berlin WFS geometries (CC BY 3.0 DE). Both vintages in EPSG:25833. weight=intersection_area/pre2021_plr_area (forward); reverse_weight=intersection_area/lor2021_plr_area (reverse, #136)."
01011301,01100308,areal_pop_weighted,0.9969110111505625,0.9990713728085583,"Geometric areal-weighted crosswalk computed by ingestion/berlin/lor/ingest_lor_crosswalk.py from GDI Berlin WFS geometries (CC BY 3.0 DE). Both vintages in EPSG:25833. weight=intersection_area/pre2021_plr_area (forward); reverse_weight=intersection_area/lor2021_plr_area (reverse, #136)."
01011301,01100309,areal_pop_weighted,6.30469395718177e-06,1.0512121167634557e-05,"Geometric areal-weighted crosswalk computed by ingestion/berlin/lor/ingest_lor_crosswalk.py from GDI Berlin WFS geometries (CC BY 3.0 DE). Both vintages in EPSG:25833. weight=intersection_area/pre2021_plr_area (forward); reverse_weight=intersection_area/lor2021_plr_area (reverse, #136)."
01011301,01100414,areal_pop_weighted,9.418143034585575e-06,4.2574404332393124e-05,"Geometric areal-weighted crosswalk computed by ingestion/berlin/lor/ingest_lor_crosswalk.py from GDI Berlin WFS geometries (CC BY 3.0 DE). Both vintages in EPSG:25833. weight=intersection_area/pre2021_plr_area (forward); reverse_weight=intersection_area/lor2021_plr_area (reverse, #136)."
01011301,01100415,areal_pop_weighted,1.6902838281950513e-05,3.6535022582019494e-05,"Geometric areal-weighted crosswalk computed by ingestion/berlin/lor/ingest_lor_crosswalk.py from GDI Berlin WFS geometries (CC BY 3.0 DE). Both vintages in EPSG:25833. weight=intersection_area/pre2021_plr_area (forward); reverse_weight=intersection_area/lor2021_plr_area (reverse, #136)."
01011301,01200624,areal_pop_weighted,0.0017944619320387272,0.004398157351857866,"Geometric areal-weighted crosswalk computed by ingestion/berlin/lor/ingest_lor_crosswalk.py from GDI Berlin WFS geometries (CC BY 3.0 DE). Both vintages in EPSG:25833. weight=intersection_area/pre2021_plr_area (forward); reverse_weight=intersection_area/lor2021_plr_area (reverse, #136)."
01011301,01200628,areal_pop_weighted,0.0009992136695832084,0.0022597831769075815,"Geometric areal-weighted crosswalk computed by ingestion/berlin/lor/ingest_lor_crosswalk.py from GDI Berlin WFS geometries (CC BY 3.0 DE). Both vintages in EPSG:25833. weight=intersection_area/pre2021_plr_area (forward); reverse_weight=intersection_area/lor2021_plr_area (reverse, #136)."
01011301,01300836,areal_pop_weighted,4.9877713496188466e-06,5.834873132379341e-06,"Geometric areal-weighted crosswalk computed by ingestion/berlin/lor/ingest_lor_crosswalk.py from GDI Berlin WFS geometries (CC BY 3.0 DE). Both vintages in EPSG:25833. weight=intersection_area/pre2021_plr_area (forward); reverse_weight=intersection_area/lor2021_plr_area (reverse, #136)."
